,estimate
کیمبرج یونیورسٹی سے فطری سائنس میں ڈگری لی شاہی بحریہ میں دو سال لگائے۔,4.073652268171762e-34
خاندان میں 77 سالہ ناراینی دیوی، اس کے دو بیٹے 50 سالہ بھاونیش اور 45 سالہ للیت، بہوئیں 48 سالہ سویتا اور 42 سالہ ٹینا، ناراینی کی بیٹی 57 سالہ پرتیبھا، تیسری نسل کے بچے 33 سالہ پرینکا کی 25 سالہ نیتو کی سبسے بڑی 23 سالہ مونو کی چھوٹی دھروو کا سبسے چھوٹا اور15 سالہ کی واحد شامل تھے۔,1.0808297204097345e-140
روایتی اور نوتخلیقی پتنگیں بانس اور کپڑے سے بنتی ہیں۔,9.303608385382194e-25
اور اس سے پہلے دو ہزار چھ سو ستاسی یا چھبیس سو ستاسی اور اس کے بعد دو ہزار چھ سو انانوے یا چھبیس سو انانوے بولا جاتا ہے۔,5.58073144920859e-69
تمام یہودی قوانین کی جگہ یونانی قوانین نافذ کر دیے گئے۔,4.208466538339374e-27
قسم ہے انجیر کی اور زیتون کی سینا پہاڑ کی اور اس امانت والے شہر مکہ شریف,4.132934239051387e-41
فہرست یوکون کے دریا,1.5325003319145408e-10
بہت ہی مختصر مگر بہت ہی جامع۔,1.0788422720903528e-17
ایک ملتی جلتی اصطلاح، کیتے، ماڈرن سلواک زبانوں نے بہت زیادہ کثرت سے چین کے لیے استعمال کی ہے۔,9.155542854880783e-46
مارشل، نیو یارک,4.106522169121895e-08
انکے دوروں میں لاہور، سیالکوٹ، جموں، کشمیر اور لداخ شامل تھے۔,4.208466538339374e-27
1974 میں لاطینی امریکا کا پہلا تجارتی پیمانے کا ریایکٹر ارجنٹائن نے تیار کیا تھا۔,1.8918464009445433e-36
کتاب حقائق عالم۔,4.106522169121895e-08
جزیرہ مقطع,1.2379419743730079e-05
وہ انقلابی سوچ کے انسان تھے جس کا اظہار ان کی شاعری میں موجود ہے۔,1.8918464009445433e-36
اس ضرورت کی تکمیل کے لیے خدا وند خدا نے بنی اسرائیل کو موسی کے ذریعہ پاک اور راستباز زندگی گزارنے کے طور طریقے بتائے، قوانین اور احکام دیے صحیح طور پر عبادت کرنے کے اصول بتائے اور انہیں ایسے پیشوا بھی دیے جو ان کی رہنمائی کر سکیں۔,2.8588797275688556e-115
"""ان کی ترجمہ شدہ کہانیاں بھارتی """"ماہنامہ"""" ایوان اردو """" """"امنگ"""" دہلی، نیز بھارت کے دیگر ماہناموں میں بھی شائع ہوتی رہتی ہیں۔""",4.63628829243993e-55
یہ فون مورخہ 7 نومبر 2007ء کو بازار میں پیش کیا گیا۔,1.919554555565547e-29
اس لیے کہ مذکورہ ناول میں مظہر چچا، رائے صاحب اور کسی حد تک ماموں کے گھریلو حالات کے ساتھ ساتھ پورے ہندوستان کی صورت حال کھینچا,2.421001584909008e-64
واضح رہے کہ اس سے منسلک لوگوں کو بھی کہا جاتا ہے۔,1.919554555565547e-29
دونوں جھیلوں کو ملانے کے لیے ایک مصنوعی نہر بھی کھودی گئی لیکن مسلسل سکڑنے کے باعث 1999ء میں یہ نہر بھی بند ہو گئی۔,1.056059882381019e-59
تاہم اس کے بعد ارجنٹائن نے اعلان کیا کہ وہ ایٹمی ٹیکنالوجی کو صرف اور صرف پر امن مقاصد کے لیے استعمال کریں گے۔,2.2108138150756243e-57
دونوں، احمد و محمد، نے عباسیوں کے ظلم کی وجہ سے شیراز کی جانب ہجرت فرمائی۔,8.825153980596966e-39
پیٹرک تا برطانوئی نژاد آسٹریلوی ناول نگار تھے ان کے ادبی خدمات کے اعتراف کے طور پر انھیں 1973ء میں نوبل ادب انعام سے نوازا گیا۔,5.0526631739183935e-62
عمومی طور پر یہ سرخ رنگ کا ہوتا ہے۔,2.0775130947644742e-22
مختلط تحلیل،روایتا مختلط متغیر کا فنکشن کہلاتا، ریاضیاتی تحلیل کی شاخ ہے جو مختلط اعداد کے دالہ کی تفتیش کرتا ہے۔,2.0509198587269608e-50
تقوی کا مطلب ہے پیرہیزگاری، نیکی اور ہدایت کی راہ۔,9.303608385382194e-25
جمشید انصاری,1.2379419743730079e-05
عباس کی درگاہ، رستم نگر,6.100363394219132e-13
جزیرہ نما عرب,4.106522169121895e-08
آصف جاہ پنجم بحیثیت نظام ریاست دکن تخت نشین ہوا۔,9.303608385382194e-25
دراصل ان کے یہاں آزادی کا ایسا تصور تھا جو ہر عام آدمی کا خواب بھی تھا۔,4.132934239051387e-41
اس کے باوجود کامیابی نے مسلمانوں کے قدم چومے۔,2.0775130947644742e-22
ایسا دراصل اس لیے ہوا کہ ہجرت کے کچھ ہی عرصہ بعد ایک افواہ پھیل گئی کہ قریش کے مشرکین مکہ نے بحیثیت مجموئی اسلام کو قبول کر لیا ہے۔,2.6843121035751166e-71
"""نیز محمد جیلانی نے بھی ایک کتاب لکھی ہے جس کا نام """"نورانی"""" قاعدہ کیسے پڑھیں اور """"پڑھائیں"""" ہے، یہ کتاب مکتبہ صدیقیہ رائے ونڈ لاہور سے شائع ہوئی ہے""",2.6843121035751166e-71
بیدیوت پربھا دیوی نے بچوں کے لیے شاعری 1952ء میں شروع کی جب وہ خود ماں بن چکی تھی۔,9.155542854880783e-46
دنیا کی شاید ہی کوئی زبان ہو جو ان اقوال کو اپنے بولنے والوں تک نہ پہنچا سکی ہو۔,9.155542854880783e-46
فرح آباد، شہر بابک,1.5325003319145408e-10
عزیز آباد,1.2379419743730079e-05
وہ اسلامآباد کے مرکزی قبرستان میں خاک ہیں۔,4.697114534636355e-20
خان کا اداکاری کا اپنا انداز تھا۔,1.0788422720903528e-17
اس نے ایک خفیہ فوج تیار کی۔,1.0788422720903528e-17
نظم ان جدید ہندوستانی نظموں میں شامل ہے جنھیں سب سے زیادہ پڑھا گیا ہے۔,1.8918464009445433e-36
سمت قبلہ میں تین کھڑکیاں ہیں۔,2.5295286488234307e-15
"""وزیر اپبھاشا کشتواڑ کی """"کشتواڈی"""" ہے۔""",2.5295286488234307e-15
کائناتی الجبرا، جس میں تمام الجبرائی ساختوں میں مشترک خاصوں کو پڑھا جاتا ہے۔,4.073652268171762e-34
آپ امام طحاوی کے نامور شاگرد تھے۔,1.0788422720903528e-17
اسی میدان کے ایک حصے میں اعلی نسل کے مویشیوں کی وسیع منڈی لگتی۔,4.073652268171762e-34
کنیت اصل نام کے علاوہ وہ نام جس کے پہلے اب ،ابو، ابن، ام، بنت وغیرہ موجود ہوں جیسے : ابوطالب، ابن ہشام وغیرہ۔,2.2108138150756243e-57
سجاد ظہیر نے اس حقیقت کو زمین پر لانے کی کوشش کی تھی جو انسان کو اور خصوصی طور پر عام انسان کو پوری افضلیت عطا کر سکے۔,1.1616249961386989e-66
کسی بھی میٹرکس کے لیے، اور متناظر میٹرکس ہوں گی۔,9.303608385382194e-25
سودہ اکتوبر 674ء میں عمر فاروق کے خلافت میں انتقال فرما گئیں۔,1.919554555565547e-29
یہ شہر وقت کے ساتھ ترقی کی منازل طے کرتا گیا اور آج یہ دریائے وانگ چو کے مغربی جانب موجود ہے، یہاں سرکاری دفاتر موجود ہیں۔,2.421001584909008e-64
"""جیل میں آج شام سے ہماری عصمت و ناموس کا ایک نگہبان محبوس ہے، لوگ اسے حاجی مانک کے نام سے جانتے ہیں، اسے کھانے وغیرہ کی تکلیف نہ ہونے """"دینا۔""",1.2925808358173066e-73
مگر مچھوں کے نگران سجاد خلیفہ کا کہنا ہے کہ شیدیوں کے علاوہ دیگر لوگ بھی یہاں منت مانگتے ہیں ' کئی ایسے سوالی ہوتے ہیں جو اولاد کی منت مانگتے ہیں کچھ لوگ کاروبار تو کچھ روزگار کی منت لے کر آتے ہیں، وہ اپنے ساتھ حسب توفیق گوشت لاتے ہیں جو سات مرتبہ ان کے اوپر سے گزار کر ان مگر مچھوں کو کھلاتے ہیں جس کے بعد ان کی منت پوری ہوجاتی ہے'۔,1.2048617317162254e-177
اس موضوع پر ان گنت کتابیں بھی لکھی گئیں۔,2.0775130947644742e-22
اس پر اس کی جے چند سے دشمنی ہو گئی تھی۔,4.208466538339374e-27
صفر سے لےکر نو تک تمام ہندسے نارمل نمبر سسٹم یا دسی نظام کی استعمال ہوتے ہیں۔,4.132934239051387e-41
قانون جیب التمام مفید ہے مثلث کی تیسرا ضلع کمپیوٹر کرنے کے لیے جب دو اضلاع اور ان کا ملفوف زاویہ معلوم ہو اور مثلث کے زاویے کمپیوٹر کرنے کے لیے جب تمام اضلاع معلوم ہوں۔,3.395022184188216e-85
مختلف ملکوں میں اجرتوں، پینشنوں اور سماجی ادائیگیوں کے نظام کو اس کے تابع کر دیا گیا ہے۔,1.942227296513094e-43
بیوی: لیلی بنت مسعود,1.5325003319145408e-10
یہ کیڑے بھی مل جل کر بستیوں میں رہتے ہیں۔,9.303608385382194e-25
پہلی جنگ عظیم میں جب انگریزوں کو ترکوں کے خلاف کو کوئی کامیابی حاصل نہیں ہو رہی تھی ایک انگریز جاسوس لارنس آف عریبیہ کے ساتھ مل کر خلافت عثمانیہ کے خلاف بغاوت کر دی جس کے نتیجے کے طور پر ترکوں کو شکست ہوئی۔,5.078306192159812e-106
اس کی ایک نئی مذہبی تحریک کے طور پر درجہ بندی کی جاتی ہے۔,4.073652268171762e-34
ایک حضرت مولانا محمد فیض، جن کا قیام جھنجھانہ میں رہا۔,4.208466538339374e-27
اژدہے جیسا کہ بوا، دیگر سانپ جیسا کہ وائپر وغیرہ بھی پائے جاتے ہیں۔,4.073652268171762e-34
اگست گریگورین سال کا آٹھواں مہینہ ہے۔,1.0788422720903528e-17
آغا بقر کا امام باڑہ سے,2.5295286488234307e-15
جیدیو سنسکرت کے مشہور شاعر تھے جو بارہویں صدی میں گزرے۔,4.208466538339374e-27
جس کے معنی بنیادی طور پر جوڑ کے ہوتے ہیں اور اپنی اسی اصل شکل میں آج بھی یہ لفظ مستعمل پایا جاتا ہے، جیسے طب میں کا لفظ یعنی مفصل یا جوڑوں کی شوزش پھر اس جوڑ کے مفہوم سے اس میں جڑنے والے اجزاء کے تصور کی تشبیہ سے جز کا مطلب پیدا ہوا اور یہاں سے یہ لفظ کسی جریدے کے اجزاء یعنی مقالات کے لیے مستعمل ہوا۔,4.2283092533960694e-166
"""انہوں نے 1910 میں ایک گیت """"دیشامنو"""" پریمنچو منا منچی انادی پینچو """"منا"""" لکھا، جو قومیت سے لبریز تھا۔""",9.155542854880783e-46
المعجم الکبیر اہل سنت کے مشہور اور مستند عالم طبرانی کا مرتب کیا ہوا احادیث کا مجموعہ ہے۔,1.942227296513094e-43
اس نے چھوٹے چھوٹے مضامین اور کتابچے جیسے باغی مسیحا، محبانوطن، بندر بانٹ اتے انگلی پکڑتے پنجہ پکڑا وغیرہ چھاپے۔,4.3278564494278774e-48
کیتھولک انسائکلوپیڈیا۔,1.2379419743730079e-05
شہر کے علاقے کی ایک اور وجہ شہرت پاکستان نے 1998 میں چھ ایٹمی دھماکے کیے ہیں جو اسی ضلعے میں دالبندین کی پہاڑیوں میں کیے گئے۔,2.421001584909008e-64
یہ شہر صوبائی ونی پگ کے قریب ہی واقع ہے۔,9.303608385382194e-25
ثمینہ پیرزادہ,1.2379419743730079e-05
ستارہء دمشق سیدہ سکینہ,1.5325003319145408e-10
وہ ابھی تک فرار ہے اور پولیس کے ہاتھ نہیں آ رہا۔,1.919554555565547e-29
سرکے میں تقریبا تین سے نو فیصد تک ایسیٹک ایسڈ موجود ہوتا ہے۔,8.816647866323124e-32
ان کی پہلی بڑی فلم 1944ء میں بننے والی فلم لکی کاوبوائے تھی۔,8.816647866323124e-32
سمیر کے علاقے دیار میں تل سے ایک پیالہ ملا ہے کس پر ایک کوہان والے بیل کی تصویر بنی ہوئی ہے۔,9.74115483237776e-53
یہ پرانی چونگی تک چلی گئی ہے۔,1.0788422720903528e-17
مغربی ممالک نے، جو اپنی نوآبادیاں کھو چکے تھے، بریٹن وڈز کانفرنس میں ایسے ادارتی انتظامات کیے کہ نئے ابھرنے والے ممالک پر ان کی حاکمیت جاری رہے۔,1.1616249961386989e-66
